,movieId,title,genres,budget,revenue,runtime,release_date,vote_average_tmdb,vote_count_tmdb,mean_rating,num_votes,std_rating,all_tags,primary_genre,tsne_1,tsne_2
5239,8587,Mayor of the Sunset Strip (2003),Documentary,0.0,0.0,94.0,2003-06-17,6.8,29.0,3.5,1.0,,,Documentary,-70.2257,31.821234
5240,8588,Killing Me Softly (2002),Drama|Mystery|Romance|Thriller,25000000.0,7775138.0,100.0,2002-05-10,5.584,353.0,4.0,1.0,,,Drama,-41.689495,45.408356
5241,8591,"Philadelphia Experiment, The (1984)",Adventure|Drama|Sci-Fi,9000000.0,8103330.0,102.0,1984-10-05,6.091,433.0,3.5,1.0,,,Adventure,-69.84824,21.602598
5242,8593,Juice (1992),Action|Crime|Drama|Thriller,5000000.0,20146880.0,96.0,1992-01-17,7.2,435.0,4.0,1.0,,,Action,-29.225315,69.83332
5243,8596,Revenge of the Pink Panther (1978),Comedy|Crime,12000000.0,49579269.0,99.0,1978-01-08,6.41,461.0,3.25,2.0,0.3535533905932738,,Comedy,-27.052628,-5.8572664
5244,8600,Angels with Dirty Faces (1938),Crime|Drama|Film-Noir|Thriller,633000.0,1700000.0,93.0,1938-11-26,7.533,345.0,3.75,2.0,0.3535533905932738,,Crime,-15.351318,21.107145
5245,8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),Comedy|Drama,0.0,0.0,41.0,1933-04-07,6.9,258.0,4.0,1.0,,,Comedy,-38.75756,27.577456
5246,8604,Taxi (1998),Action|Comedy,8700000.0,44218015.0,86.0,1998-04-08,6.715,2643.0,3.2,5.0,1.1510864433221337,,Action,10.115667,-9.918361
5247,8605,Taxi 3 (2003),Action|Comedy,14500000.0,64497208.0,90.0,2003-01-29,5.758,1611.0,3.25,2.0,1.7677669529663689,,Action,24.611963,-52.25839
5248,8607,Tokyo Godfathers (2003),Adventure|Animation|Drama,0.0,607735.0,92.0,2003-12-05,7.922,1461.0,3.9,5.0,0.7416198487095663,In Netflix queue,Adventure,0.4488712,25.64448
5249,8609,Our Hospitality (1923),Comedy,0.0,0.0,75.0,1923-11-19,7.485,309.0,3.25,2.0,0.3535533905932738,In Netflix queue,Comedy,-30.644705,3.127589
5250,8610,All of Me (1984),Comedy|Fantasy,0.0,36403064.0,93.0,1984-09-21,6.5,362.0,2.5,2.0,1.4142135623730951,,Comedy,13.723384,-41.096302
5251,8611,"Farmer's Daughter, The (1947)",Comedy,0.0,0.0,97.0,1947-03-26,7.1,38.0,3.5,1.0,,,Comedy,-67.37622,34.943485
5252,8614,Overboard (1987),Comedy|Romance,22000000.0,26700000.0,112.0,1987-12-16,6.817,937.0,3.0,6.0,0.7071067811865476,,Comedy,23.159405,-7.2195477
5253,8617,Butterfield 8 (1960),Drama,0.0,0.0,109.0,1960-11-04,6.237,93.0,3.0,1.0,,,Drama,-64.0497,-0.8895345
5254,8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)",Comedy|Drama|Fantasy|Mystery,0.0,0.0,93.0,1962-05-16,7.934,712.0,1.5,2.0,1.4142135623730951,,Comedy,15.581066,-43.686558
5255,8622,Fahrenheit 9/11 (2004),Documentary,6000000.0,222400000.0,123.0,2004-06-25,7.085,1489.0,3.4864864864864864,37.0,0.7860457161437033,politics terrorism,Documentary,56.73245,7.5752916
5256,8623,Roxanne (1987),Comedy|Romance,12000000.0,40050884.0,107.0,1987-06-19,6.411,664.0,3.272727272727273,11.0,0.5640760748177662,,Comedy,-7.7636557,-7.352978
5257,8626,Dr. Terror's House of Horrors (1965),Horror|Sci-Fi,0.0,0.0,98.0,1965-02-23,6.4,187.0,1.5,1.0,,,Horror,-27.105545,-65.97429
5258,8632,Secret Society (2002),Comedy,0.0,4275.0,92.0,2000-10-29,3.333,3.0,0.5,1.0,,,Comedy,-8.660322,-77.12943
5259,8633,"Last Starfighter, The (1984)",Action|Adventure|Comedy|Sci-Fi,15000000.0,28733290.0,101.0,1984-07-13,6.601,743.0,3.5714285714285716,7.0,0.8864052604279182,,Action,0.979901,2.1634154
5260,8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,200000000.0,788976453.0,128.0,2004-06-25,7.3,16024.0,3.8037974683544302,79.0,0.8298042768883677,Doc Ock,Action,86.728195,-14.353332
5261,8638,Before Sunset (2004),Drama|Romance,2700000.0,15992615.0,80.0,2004-06-16,7.8,3692.0,3.7,15.0,1.0488088481701516,generation X,Drama,-2.0828953,23.87872
5262,8640,King Arthur (2004),Action|Adventure|Drama|War,120000000.0,203567857.0,126.0,2004-07-07,6.298,2867.0,2.9615384615384617,13.0,1.0299987552892653,,Action,67.4013,-29.147371
5263,8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,26000000.0,90574188.0,94.0,2004-06-28,6.707,4453.0,3.7719298245614037,57.0,0.7323529559784174,hilarious Steve Carell Will Ferrell stupid awesome comedy Will Ferrell,Comedy,63.65273,16.760496
5264,8643,"Cinderella Story, A (2004)",Comedy|Romance,19000000.0,70067909.0,95.0,2004-07-16,6.589,3333.0,3.2777777777777777,9.0,0.9052317076000179,,Comedy,32.360615,-11.347299
5265,8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,120000000.0,347234916.0,120.0,2004-07-15,6.959,12417.0,3.4918032786885247,61.0,0.9286720056021239,,Action,81.11188,-11.7927065
5266,8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama,3000000.0,12450821.0,101.0,2004-01-18,7.201,418.0,3.9375,8.0,0.41726148019814013,drugs immigrants,Crime,-7.565881,22.16296
5267,8650,Long Day's Journey Into Night (1962),Drama,500000.0,0.0,170.0,1962-10-09,6.957,74.0,3.5,1.0,,,Drama,-14.810149,46.09769
5268,8656,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",Crime|Drama,0.0,0.0,84.0,1988-03-11,7.623,386.0,3.75,2.0,1.0606601717798212,,Crime,1.1543341,22.795454
5269,8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,75000000.0,288500217.0,108.0,2004-07-23,7.325,7969.0,3.7866666666666666,75.0,0.8429891046927184,,Action,73.88428,1.432437
5270,8666,Catwoman (2004),Action|Crime|Fantasy,100000000.0,82102379.0,104.0,2004-07-22,4.62,3515.0,1.3333333333333333,9.0,0.6123724356957946,,Action,44.40486,-48.62946
5271,8667,A Home at the End of the World (2004),Drama|Romance,6500000.0,1548955.0,97.0,2004-07-23,6.374,171.0,3.5,1.0,,,Drama,-71.861465,26.279842
5272,8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",Crime|Horror|Mystery|Thriller,0.0,27690.0,121.0,1933-04-21,7.633,275.0,4.0,1.0,,,Crime,-18.809845,60.537365
5273,8677,Flash Gordon Conquers the Universe (1940),Action|Sci-Fi,0.0,0.0,220.0,1940-03-03,5.8,23.0,1.25,2.0,1.0606601717798212,,Action,37.945972,46.64325
5274,8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",Adventure|Drama,0.0,0.0,99.0,1956-11-11,7.939,595.0,3.5,1.0,,,Adventure,-60.65263,37.645847
5275,8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",Comedy|Drama,0.0,0.0,91.0,1955-02-24,7.3,275.0,3.5,1.0,,,Comedy,-70.14347,37.967922
5276,8690,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War,3200000.0,0.0,100.0,1972-03-15,6.494,243.0,4.0,1.0,,,Comedy,-37.443817,60.94905
5277,8695,"Bachelor and the Bobby-Soxer, The (1947)",Comedy,1961000.0,5550000.0,95.0,1947-09-01,6.9,137.0,3.0,3.0,0.8660254037844386,court,Comedy,-1.6985674,-5.493075
5278,8711,Mr. Blandings Builds His Dream House (1948),Comedy,0.0,0.0,94.0,1948-03-25,6.987,191.0,3.0,1.0,,,Comedy,-63.979935,-13.528151
5279,8712,My Favorite Wife (1940),Comedy|Romance,921000.0,2057000.0,88.0,1940-05-17,6.991,167.0,3.0,1.0,,,Comedy,-65.78833,-15.134401
5280,8713,"New Adventures of Pippi Longstocking, The (1988)",Adventure|Children|Fantasy|Musical,5000000.0,3569939.0,100.0,1988-03-01,5.848,79.0,3.0,1.0,,,Adventure,-71.87615,-0.9807966
5281,8714,Night and Day (1946),Drama|Musical,0.0,0.0,128.0,1946-07-02,5.868,34.0,2.5,1.0,,Cole Porter,Drama,-51.15899,-32.37672
5282,8718,"Snake Pit, The (1948)",Drama,0.0,0.0,108.0,1948-11-04,7.1,111.0,3.5,2.0,0.7071067811865476,,Drama,4.8740325,14.611478
5283,8720,"Super, The (1991)",Comedy,22000000.0,11000863.0,85.0,1991-10-04,5.908,120.0,2.0,1.0,,,Comedy,-34.672905,-50.324474
5284,8724,"Leopard, The (Gattopardo, Il) (1963)",Drama|War,0.0,0.0,170.0,1963-03-27,7.723,917.0,4.25,2.0,0.3535533905932738,,Drama,28.69952,49.867844
5285,8727,"Day of the Locust, The (1975)",Drama,0.0,0.0,145.0,1975-05-07,6.4,106.0,2.0,1.0,,,Drama,-33.28053,-35.892616
5286,8730,To End All Wars (2001),Action|Drama|War,14000000.0,0.0,108.0,2001-09-02,6.4,176.0,4.0,2.0,0.7071067811865476,,Action,12.67807,16.711351
5287,8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance,160000.0,100655.0,88.0,1961-09-06,7.3,394.0,5.0,1.0,,,Comedy,10.267738,68.66871
5288,8743,Biggles (1986),Adventure|Fantasy|Sci-Fi,0.0,112132.0,92.0,1986-05-30,5.182,77.0,3.0,2.0,0.7071067811865476,,Adventure,-3.0222032,-28.009628
5289,8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",Comedy,0.0,0.0,118.0,1963-12-21,7.443,457.0,4.0,2.0,0.7071067811865476,,Comedy,18.197252,29.859798
5290,8753,Unprecedented: The 2000 Presidential Election (2002),Documentary,0.0,0.0,50.0,2002-09-17,7.1,11.0,3.5,1.0,,,Documentary,-40.558434,25.59457
5291,8754,"Prime of Miss Jean Brodie, The (1969)",Drama,0.0,0.0,116.0,1969-02-24,6.879,124.0,4.0,1.0,,Oscar (Best Actress),Drama,-27.299751,55.51734
5292,8755,My Voyage to Italy (Il mio viaggio in Italia) (1999),Documentary,0.0,0.0,246.0,1999-09-11,7.58,69.0,3.0,1.0,,,Documentary,33.31666,52.975533
5293,8765,This Gun for Hire (1942),Crime|Film-Noir|Thriller,512423.0,1000000.0,81.0,1942-04-24,6.97,186.0,,,,In Netflix queue,Crime,-30.040455,-81.482124
5294,8771,Sherlock Holmes: Terror by Night (1946),Crime|Mystery|Thriller,0.0,0.0,63.0,1946-02-01,6.559,143.0,3.0,1.0,,,Crime,-72.31179,-17.253803
5295,8772,"Spy Who Came in from the Cold, The (1965)",Drama|Thriller,0.0,0.0,108.0,1965-12-16,7.071,322.0,0.5,1.0,,,Drama,-29.97305,-78.50835
5296,8773,Sherlock Holmes and the Secret Weapon (1942),Crime|Mystery|Thriller,0.0,0.0,68.0,1942-12-25,6.4,136.0,3.0,1.0,,,Crime,-72.3906,-16.920633
5297,8774,Sherlock Holmes: The Woman in Green (1945),Mystery,0.0,0.0,57.0,1945-06-15,6.457,140.0,3.5,1.0,,,Mystery,-42.057858,27.57369
5298,8778,Sherlock Holmes: Dressed to Kill (1946),Crime|Mystery,0.0,0.0,58.0,1946-05-24,6.608,130.0,3.75,2.0,0.3535533905932738,,Crime,-19.017654,17.18829
5299,8781,"Manchurian Candidate, The (2004)",Thriller,80000000.0,96105964.0,130.0,2004-07-30,6.476,1676.0,3.0416666666666665,12.0,0.498102459947811,,Thriller,56.88721,-19.847237
5300,8782,Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi,57000000.0,28283637.0,95.0,2004-07-23,4.997,306.0,2.75,2.0,0.3535533905932738,,Action,-12.570348,-21.891777
5301,8783,"Village, The (2004)",Drama|Mystery|Thriller,60000000.0,256700000.0,108.0,2004-07-30,6.489,4489.0,3.1923076923076925,26.0,0.9281909617845142,Atmospheric good soundtrack M. Night Shyamalan,Drama,56.420128,-9.256416
5302,8784,Garden State (2004),Comedy|Drama|Romance,2500000.0,26781723.0,102.0,2004-07-28,7.08,1990.0,3.7083333333333335,48.0,0.9215697369932696,psychology,Comedy,58.117817,21.415462
5303,8795,Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War,0.0,0.0,86.0,2001-09-23,6.3,42.0,4.5,1.0,,,Action,-8.36785,85.24032
5304,8796,"Funny Thing Happened on the Way to the Forum, A (1966)",Comedy|Musical,0.0,0.0,99.0,1966-10-16,6.046,119.0,3.1,5.0,1.1937336386313322,Rome,Comedy,7.6569443,-14.438001
5305,8798,Collateral (2004),Action|Crime|Drama|Thriller,65000000.0,220239925.0,120.0,2004-08-04,7.2,6095.0,3.7613636363636362,44.0,0.758583719863723,,Action,65.46872,-0.9948897
5306,8799,Little Black Book (2004),Comedy|Romance,35000000.0,22035509.0,106.0,2004-08-06,5.312,357.0,2.1666666666666665,3.0,0.7637626158259733,,Comedy,-11.734319,-42.354927
5307,8800,Code 46 (2003),Romance|Sci-Fi,7500000.0,0.0,93.0,2003-09-02,6.172,387.0,4.5,1.0,,,Romance,-7.002415,84.714935
5308,8804,"Story of Women (Affaire de femmes, Une) (1988)",Drama,0.0,0.0,108.0,1988-09-14,7.3,177.0,5.0,1.0,,,Drama,13.022374,73.02499
5309,8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,9000000.0,23936908.0,85.0,2004-07-02,6.556,2206.0,3.4558823529411766,34.0,0.940403258591788,,Adventure,53.216927,20.1461
5310,8808,"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,40000000.0,134734481.0,113.0,2004-08-06,6.7,3369.0,2.5,7.0,0.8660254037844387,,Comedy,42.16467,-10.919713
5311,8809,Danny Deckchair (2003),Comedy|Romance,0.0,0.0,100.0,2003-05-16,6.045,78.0,3.25,2.0,1.0606601717798212,Australia,Comedy,7.314615,-13.143354
5312,8810,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,70000000.0,177427090.0,100.0,2004-08-12,5.9,4819.0,2.823529411764706,17.0,1.1981910384850498,,Action,50.85326,-31.616827
5313,8813,We Don't Live Here Anymore (2004),Drama,3000000.0,2037545.0,101.0,2004-08-13,5.6,116.0,4.0,2.0,0.7071067811865476,,Drama,-14.712518,-4.4151716
5314,8814,Without a Paddle (2004),Comedy,19000000.0,69600000.0,98.0,2004-08-20,5.614,691.0,2.0,7.0,1.0801234497346435,,Comedy,8.541404,-51.99946
5315,8815,Exorcist: The Beginning (2004),Horror|Thriller,80000000.0,78000586.0,116.0,2004-08-20,5.392,864.0,2.5,3.0,0.8660254037844386,,Horror,44.61475,-39.466324
5316,8827,"Bill Cosby, Himself (1983)",Comedy|Documentary,0.0,0.0,105.0,1983-05-20,7.425,60.0,4.0,5.0,0.7905694150420949,Stand Up,Comedy,11.473479,29.842985
5317,8830,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller,20000000.0,70992898.0,97.0,2004-08-25,5.5,1071.0,1.75,2.0,0.3535533905932738,,Adventure,-17.21825,-46.0378
5318,8831,Suspect Zero (2004),Crime|Thriller,27000000.0,13000000.0,99.0,2004-08-27,5.534,340.0,3.5,1.0,,,Crime,-62.73033,14.84006
5319,8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama,10000000.0,6106178.0,114.0,2003-09-23,6.2,99.0,3.25,2.0,0.3535533905932738,,Action,-25.995686,-7.694316
5320,8833,Vanity Fair (2004),Drama|Romance,23000000.0,16123851.0,141.0,2004-09-01,5.8,356.0,3.5,3.0,0.0,,Drama,-52.97922,7.880668
5321,8835,Paparazzi (2004),Drama|Thriller,20000000.0,16800000.0,84.0,2004-09-03,5.295,205.0,2.3333333333333335,3.0,1.1547005383792515,,Drama,6.5813875,-51.25114
5322,8836,Wicker Park (2004),Drama|Romance|Thriller,30000000.0,13000000.0,114.0,2004-09-03,6.8,723.0,3.3333333333333335,3.0,0.7637626158259734,,Drama,30.428288,0.7607406
5323,8838,Alice Doesn't Live Here Anymore (1974),Drama|Romance,1800000.0,21000000.0,112.0,1974-12-09,6.959,511.0,4.166666666666667,3.0,0.7637626158259734,In Netflix queue,Drama,12.76623,20.638916
5324,8840,Who's That Knocking at My Door? (1967),Drama,0.0,0.0,90.0,1968-09-13,6.12,208.0,1.0,1.0,,,Drama,-23.17788,-78.41585
5325,8844,Camera Buff (Amator) (1979),Drama,0.0,0.0,113.0,1979-11-16,7.489,182.0,3.0,1.0,,,Drama,-54.796078,-8.359172
5326,8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama,0.0,0.0,103.0,1953-09-17,7.642,723.0,3.5,2.0,0.7071067811865476,,Drama,0.5859685,17.123966
5327,8860,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,25000000.0,57678321.0,95.0,2004-09-06,6.385,2035.0,2.857142857142857,7.0,0.8997354108424372,,Action,14.482958,-14.907379
5328,8861,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,45000000.0,129342769.0,90.0,2004-09-10,6.354,4625.0,2.9285714285714284,14.0,0.9972489631508746,,Action,47.309883,-28.10029
5329,8864,Mr. 3000 (2004),Comedy|Drama,30000000.0,21800000.0,104.0,2004-06-15,5.3,176.0,2.6666666666666665,3.0,0.7637626158259733,,Comedy,-6.6751213,-24.049883
5330,8865,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,70000000.0,57958696.0,106.0,2004-09-17,5.901,1338.0,2.638888888888889,18.0,1.026208836038454,,Action,47.2345,-36.681263
5331,8866,Wimbledon (2004),Comedy|Romance,31000000.0,41512007.0,97.0,2004-09-13,6.224,1053.0,3.111111111111111,9.0,1.024017143953709,,Comedy,29.175074,-24.148499
5332,8869,First Daughter (2004),Comedy|Romance,30000000.0,10592180.0,106.0,2004-09-24,6.162,988.0,3.3333333333333335,6.0,1.3291601358251257,,Comedy,25.935535,-20.87431
5333,8870,"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller,42000000.0,117592831.0,91.0,2004-09-24,5.932,1206.0,2.5,5.0,0.6123724356957945,,Drama,42.16973,-30.500196
5334,8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,0.0,57663224.0,126.0,2004-02-06,7.411,1392.0,3.7962962962962963,27.0,0.8116846116761784,,Adventure,37.176067,29.160013
5335,8874,Shaun of the Dead (2004),Comedy|Horror,6000000.0,39396175.0,99.0,2004-04-09,7.538,9106.0,4.0064935064935066,77.0,0.9301015312910257,zombies,Comedy,74.76506,18.806667
5336,8875,"Come Back, Little Sheba (1952)",Drama,0.0,0.0,99.0,1953-03-06,7.216,37.0,4.0,1.0,,alcoholism marriage,Drama,-27.348896,67.86745
5337,8879,Murder on the Orient Express (1974),Crime|Mystery|Thriller,1400000.0,35700000.0,130.0,1974-11-22,7.1,1533.0,3.25,6.0,0.758287544405155,Agatha Christie Oscar (Best Supporting Actress) train,Crime,26.368977,20.460052
5338,8880,Mask (1985),Drama,7500000.0,48230162.0,120.0,1985-03-08,7.244,480.0,3.4285714285714284,7.0,0.8380817098475258,disability,Drama,26.854082,19.098795
5339,8894,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller,17500000.0,14717854.0,92.0,1977-07-22,6.2,451.0,1.5,1.0,,,Action,-24.66822,-63.67358
5340,8905,1492: Conquest of Paradise (1992),Adventure|Drama,47000000.0,7191399.0,149.0,1992-08-09,6.3,891.0,2.5,1.0,,,Adventure,-45.691525,-3.6191506
5341,8906,Cannibal Holocaust (1980),Horror,100000.0,2000000.0,86.0,1980-02-07,6.278,1804.0,2.6666666666666665,3.0,0.7637626158259733,,Horror,-2.0185816,-34.643402
5342,8907,Shark Tale (2004),Animation|Children|Comedy,75000000.0,367300000.0,90.0,2004-09-20,6.029,6589.0,2.3461538461538463,13.0,0.9657599638069014,,Animation,66.443535,-18.844486
5343,8908,Ladder 49 (2004),Action|Drama|Thriller,60000000.0,100572044.0,115.0,2004-10-01,6.444,837.0,3.6666666666666665,6.0,0.5163977794943223,,Action,51.054783,-17.590631
5344,8910,I Heart Huckabees (2004),Comedy,22000000.0,20094909.0,106.0,2004-09-10,6.284,688.0,3.4523809523809526,21.0,0.998808814347895,,Comedy,29.354683,-10.989371
5345,8911,Raise Your Voice (2004),Romance,15000000.0,14867514.0,107.0,2004-08-10,6.5,852.0,5.0,1.0,,,Romance,7.439161,75.77457
5346,8912,Taxi (2004),Action|Comedy,25000000.0,71255003.0,97.0,2004-10-06,5.567,1135.0,1.75,2.0,0.3535533905932738,,Action,-17.18375,-46.080166
5347,8914,Primer (2004),Drama|Sci-Fi,7000.0,545436.0,77.0,2004-10-08,6.761,2341.0,3.7941176470588234,17.0,0.8112263773411942,time travel,Drama,-2.5938668,9.605079
5348,8915,Stage Beauty (2004),Drama,0.0,776691.0,110.0,2004-09-03,6.6,144.0,3.5,1.0,,,Drama,-62.95775,26.897333
5349,8916,Shall We Dance? (2004),Comedy|Romance,50000000.0,170128460.0,106.0,2004-10-15,6.401,1255.0,3.0,3.0,0.5,,Comedy,42.194683,-27.171396
5350,8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy,32000000.0,50826898.0,97.0,2004-10-10,6.733,1991.0,3.46875,32.0,1.135479861613156,,Action,51.990276,1.0361571
5351,8918,Eulogy (2004),Comedy|Crime|Drama,6500000.0,89781.0,91.0,2004-10-15,6.422,139.0,3.0,1.0,,,Comedy,-70.27225,-10.584052
5352,8919,P.S. (2004),Comedy|Drama|Fantasy|Romance,0.0,273023.0,97.0,2004-10-15,5.552,77.0,4.25,2.0,0.3535533905932738,,Comedy,-6.110646,42.739334
5353,8920,"Country Girl, The (1954)",Drama,0.0,0.0,104.0,1954-12-15,6.949,88.0,3.5,1.0,,Oscar (Best Actress),Drama,-65.08299,31.744898
5354,8921,"Rose Tattoo, The (1955)",Drama|Romance,0.0,0.0,117.0,1955-12-12,6.9,82.0,3.5,1.0,,,Drama,-59.438507,28.780157
5355,8928,"Fearless Vampire Killers, The (1967)",Comedy|Horror,2000000.0,0.0,108.0,1967-11-13,6.952,805.0,3.6666666666666665,3.0,0.5773502691896257,,Comedy,18.523098,18.45557
5356,8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama,1800000.0,30000000.0,102.0,1986-06-19,6.69,168.0,4.0,1.0,,,Comedy,-34.412117,62.881718
5357,8934,Bebe's Kids (1992),Animation|Children|Comedy,0.0,8442162.0,73.0,1992-07-31,5.9,69.0,1.0,1.0,,,Animation,-21.859913,-80.809906
5358,8937,Friday Night Lights (2004),Action|Drama,30000000.0,61255921.0,117.0,2004-10-08,6.9,612.0,3.5625,8.0,0.6232117273791123,,Action,27.779982,9.396486
5359,8938,Tarnation (2003),Documentary,218.0,1162014.0,91.0,2003-10-19,6.768,84.0,4.0,1.0,,parenthood psychology,Documentary,-38.984882,69.86913
5360,8939,"Final Cut, The (2004)",Sci-Fi|Thriller,0.0,3222439.0,95.0,2004-10-15,6.062,745.0,3.6666666666666665,3.0,0.7637626158259734,,Sci-Fi,-11.748551,-1.9408071
5361,8943,Being Julia (2004),Comedy|Drama,18000000.0,14300000.0,104.0,2004-09-03,6.394,118.0,1.75,2.0,1.0606601717798212,stage,Comedy,9.468925,-47.158
5362,8946,Surviving Christmas (2004),Comedy,45000000.0,14793624.0,91.0,2004-09-21,5.721,578.0,2.75,2.0,0.3535533905932738,,Comedy,-18.987293,-19.305454
5363,8947,"Grudge, The (2004)",Horror|Mystery|Thriller,10000000.0,183474602.0,91.0,2004-10-22,5.921,3113.0,2.3,10.0,0.4830458915396479,,Horror,-3.586667,-39.302044
5364,8948,Alfie (2004),Comedy|Drama|Romance,60000000.0,35060882.0,106.0,2004-10-22,5.842,860.0,2.3333333333333335,3.0,0.5773502691896258,,Comedy,39.447124,-33.829704
5365,8949,Sideways (2004),Comedy|Drama|Romance,16000000.0,109502303.0,126.0,2004-10-22,7.113,1831.0,3.7435897435897436,39.0,0.9238919029372918,wine,Comedy,57.60896,12.874359
5366,8950,The Machinist (2004),Drama|Mystery|Thriller,5000000.0,8203235.0,102.0,2004-09-24,7.526,5995.0,3.986842105263158,38.0,0.7304833840652696,Christian Bale creepy powerful ending psychology schizophrenia twist ending psychology,Drama,56.345882,27.367899
5367,8951,Vera Drake (2004),Drama,11000000.0,13300000.0,125.0,2004-10-22,7.16,384.0,3.0,4.0,1.4142135623730951,abortion,Drama,23.167324,-29.375423
5368,8952,Falling Angels (2003),Drama,0.0,0.0,109.0,2003-11-13,5.818,22.0,3.5,1.0,,,Drama,-69.82315,18.004618
5369,8954,Lightning in a Bottle (2004),Documentary,0.0,0.0,103.0,2004-02-12,7.3,6.0,4.0,1.0,,,Documentary,-24.84187,67.1427
5370,8955,Undertow (2004),Crime|Drama|Thriller,0.0,156767.0,108.0,2004-10-22,6.034,133.0,3.0,1.0,,,Crime,-66.25318,0.10325873
5371,8957,Saw (2004),Horror|Mystery|Thriller,1200000.0,104045735.0,103.0,2004-10-01,7.4,9837.0,3.1818181818181817,33.0,1.2797593878964477,brutal clever Disturbing great ending mindfuck surprise ending suspense,Horror,48.039413,14.011775
5372,8958,Ray (2004),Drama,40000000.0,124700000.0,152.0,2004-10-29,7.447,2135.0,3.6842105263157894,19.0,0.8029550685469662,biopic,Drama,45.314476,6.630811
5373,8959,Birth (2004),Drama|Mystery,20000000.0,23900000.0,96.0,2004-10-29,6.0,730.0,2.5,3.0,0.8660254037844386,,Drama,-0.20630196,-39.086056
5374,8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,92000000.0,631442092.0,115.0,2004-11-05,7.72,18585.0,3.836,125.0,0.7587553475392148,Disney superhero animation Samuel L. Jackson,Action,84.26799,4.912128
5375,8964,Callas Forever (2002),Drama,0.0,0.0,111.0,2002-09-18,6.3,34.0,3.0,1.0,,,Drama,-63.20748,-1.1487856
5376,8965,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX,165000000.0,318432432.0,100.0,2004-11-10,6.725,6768.0,3.1363636363636362,11.0,1.0744977685158097,,Adventure,76.129326,-27.781055
5377,8966,Kinsey (2004),Drama,11000000.0,17050017.0,113.0,2004-09-04,6.608,505.0,3.125,8.0,1.093813773650968,,Drama,16.61361,-7.950504
5378,8967,Seed of Chucky (Child's Play 5) (2004),Comedy|Horror,12000000.0,24829644.0,87.0,2004-11-12,5.5,1722.0,1.75,4.0,1.0408329997330663,,Comedy,2.622065,-50.497803
5379,8968,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,60000000.0,61300000.0,98.0,2004-11-12,6.155,834.0,3.5833333333333335,6.0,0.8612007121842543,,Action,43.931866,-22.330347
5380,8969,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,40000000.0,265126918.0,100.0,2004-11-10,6.23,2982.0,3.025,20.0,0.9101041004655516,,Comedy,50.988068,-7.1752944
5381,8970,Finding Neverland (2004),Drama,25000000.0,116766556.0,101.0,2004-10-29,7.321,3687.0,3.609375,32.0,0.8398768630944003,Peter Pan,Drama,52.283104,15.749955
5382,8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,100000000.0,347500000.0,130.0,2004-11-19,6.6,6702.0,3.263157894736842,38.0,0.9133901959574144,,Action,74.11737,-18.559803
5383,8973,Bad Education (La mala educación) (2004),Drama|Thriller,5000000.0,40266982.0,110.0,2004-03-19,7.362,1036.0,3.75,8.0,1.0,,Drama,12.15999,6.3633494
